PC1,PC2
1.3359889988618818,0.3027281375949426
-2.0749803276823453,-0.425153015143048
0.4353389600736911,-0.28589475052945473
-1.8040923178852077,-0.3701836840063422
1.1377548793117127,-0.7188246343019328
1.2258682157069714,-0.5262184185995492
-1.2213141662618932,-1.7226857760201484
1.2561115103262366,2.9062638164028334
0.0074362779783614325,1.1510500448686463
-0.40929019321735677,0.543702058909903
0.49064608409237054,1.8205528717789636
-1.8495235545595166,-1.8330792035296122
1.4009582539752041,-0.1771937530304647
-0.18029064963237365,3.4184762759363245
1.5085897178554637,0.038884046439123916
-0.9203486399284958,-1.5325317117843196
1.120012805449608,3.4843724857252014
-0.4403889231671862,-0.6277522600530686
1.049038753125194,0.00929427261773703
0.37883278118399377,-0.421519245066572
0.17240121310682396,-0.8893314835590714
-0.515856039788838,-0.7830516399909644
0.6271040946140373,0.11160699222929318
-1.4305403008046647,-0.7235546743930207
1.15083016046084,2.689611463894246
-1.0259323255101098,3.5632332733546335
1.240671053370559,-0.5298373984922816
-3.631657721610346,3.2877784981919658
0.3709806637758052,-0.41959956887600564
1.232619692383991,-0.5278690114720554
-0.6858939063651251,-1.2880047187448842
-2.832373158238868,0.09535723312535564
0.372531402952109,-0.4199786917188995
-0.18551173720874573,-2.0541849751180563
-1.1683517209575387,-0.14043577234437973
-1.051879399484323,-0.734490741420527
0.37878237015813876,-0.42150692063979067
1.3834113623309714,-0.2133024784485626
1.2376707725124907,1.0331945543777323
0.566614980804008,0.7116292882662055
0.9934391081877041,-0.3406999081240166
0.33331190029090707,-0.06064676553406567
1.232619692383991,-0.5278690114720554
-0.7262531650342112,2.4383072675937814
0.5587169218176448,-0.03326806754243329
1.2307688875775973,-0.5274165289459392
1.1018717578231225,0.04893150797908909
0.372531402952109,-0.4199786917188995
0.9882275641773697,0.6215505254865512
1.2795488695409376,0.47812082558722946
0.9055006185155241,3.334823324796219
1.386412018631869,-0.2140360752807876
-2.3333612323651365,-0.8063686147876677
-0.6236332812020737,-0.009874126300051585
-1.7216808167508224,-1.3583758763544975
-1.4603545340484094,-0.7849076469637121
-0.257739885404837,-0.32097417787794214
1.2616614297663324,-0.4865264642038578
-0.5953602438571893,2.325509587508761
0.5233426616647614,4.497859106032687
1.3757162254538453,-0.25181974898622156
